iter	Passed	Remaining
528	774	689
529	775	687
530	776	685
531	777	683
532	778	681
533	779	680
534	780	678
535	781	676
536	782	674
537	783	672
538	784	670
539	786	669
540	787	667
541	788	666
542	789	664
543	791	663
544	792	661
545	794	660
546	795	658
547	796	656
548	797	655
549	798	653
550	799	651
551	800	649
552	801	648
553	802	646
554	804	644
555	805	642
556	806	641
557	807	639
558	808	638
559	809	636
560	811	634
561	811	632
562	812	631
563	813	629
564	814	627
565	815	625
566	816	623
567	817	621
568	818	619
569	819	618
570	820	616
571	822	615
572	823	613
573	824	611
574	825	610
575	826	608
576	827	606
577	828	604
578	829	603
579	830	601
580	831	599
581	832	598
582	833	596
583	835	594
584	836	593
585	837	591
586	838	589
587	839	588
588	840	586
589	841	584
590	842	583
591	843	581
592	845	579
593	846	578
594	847	576
595	848	575
596	849	573
597	851	572
598	853	571
599	854	569
600	855	568
601	856	566
602	857	564
603	858	562
604	859	561
605	860	559
606	861	557
607	862	556
608	863	554
609	865	553
610	867	552
611	868	550
612	869	549
613	870	547
614	872	545
615	873	544
616	874	542
617	875	540
618	876	539
619	877	537
620	878	535
621	879	534
622	880	532
623	881	531
624	882	529
625	883	527
626	884	526
627	885	524
628	886	523
629	887	521
630	888	519
631	889	518
632	890	516
633	891	514
634	892	513
635	893	511
636	894	509
637	896	508
638	897	506
639	898	505
640	899	503
641	900	502
642	901	500
643	902	498
644	903	497
645	904	495
646	905	494
647	906	492
648	907	490
649	909	489
650	910	488
651	911	486
652	913	485
653	914	483
654	915	482
655	916	480
656	917	478
657	918	477
658	920	476
659	921	474
660	923	473
661	924	472
662	926	470
663	927	469
664	928	467
665	929	466
666	930	464
667	931	463
668	932	461
669	934	460
670	935	458
671	936	457
672	937	455
673	938	454
674	940	452
675	941	451
676	943	449
677	944	448
678	945	446
679	946	445
680	948	444
681	949	442
682	950	441
683	951	439
684	952	438
685	954	436
686	955	435
687	957	433
688	957	432
689	959	430
690	960	429
691	961	427
692	962	426
693	963	424
694	964	423
695	965	421
696	966	420
697	967	418
698	968	417
699	970	415
700	971	414
701	972	412
702	974	411
703	975	410
704	976	408
705	977	407
706	978	405
707	979	403
708	980	402
709	982	401
710	983	399
711	984	398
712	985	396
713	986	395
714	987	393
715	988	392
716	989	390
717	990	389
718	991	387
719	992	386
720	993	384
721	994	383
722	995	381
723	996	380
724	997	378
725	998	377
726	999	375
727	1000	373
728	1001	372
729	1002	370
730	1003	369
731	1004	367
732	1005	366
733	1006	364
734	1007	363
735	1008	361
736	1009	360
737	1011	358
738	1012	357
739	1013	356
740	1014	354
741	1015	353
742	1016	351
743	1017	350
744	1019	348
745	1020	347
746	1021	345
747	1022	344
748	1023	342
749	1024	341
750	1025	339
751	1027	338
752	1028	337
753	1029	335
754	1030	334
755	1031	333
756	1033	331
757	1034	330
758	1035	328
759	1036	327
760	1037	325
761	1041	325
762	1043	324
763	1044	322
764	1046	321
765	1048	320
766	1049	318
767	1051	317
768	1052	316
769	1054	314
770	1055	313
771	1057	312
772	1059	311
773	1060	309
774	1062	308
775	1064	307
776	1065	305
777	1066	304
778	1068	303
779	1071	302
780	1073	301
781	1075	299
782	1076	298
783	1078	297
784	1080	295
785	1082	294
786	1084	293
787	1086	292
788	1091	291
789	1092	290
790	1094	289
791	1097	288
792	1100	287
793	1102	286
794	1104	284
795	1105	283
796	1107	282
797	1112	281
798	1113	280
799	1117	279
800	1119	278
801	1122	277
802	1123	275
803	1125	274
804	1126	272
805	1127	271
806	1129	270
807	1130	268
808	1131	267
809	1133	265
810	1135	264
811	1136	263
812	1137	261
813	1139	260
814	1140	258
815	1142	257
816	1143	256
817	1144	254
818	1146	253
819	1148	252
820	1150	250
821	1152	249
822	1153	248
823	1154	246
824	1156	245
825	1158	243
826	1159	242
827	1162	241
828	1164	240
829	1165	238
830	1167	237
831	1168	236
832	1170	234
833	1171	233
834	1172	231
835	1173	230
836	1174	228
837	1176	227
838	1177	225
839	1179	224
840	1180	223
841	1180	221
842	1181	220
843	1183	218
844	1184	217
845	1185	215
846	1186	214
847	1187	212
848	1188	211
849	1189	209
850	1190	208
851	1192	207
852	1193	205
853	1194	204
854	1196	202
855	1197	201
856	1198	199
857	1199	198
858	1200	197
859	1202	195
860	1203	194
861	1204	192
862	1205	191
863	1206	189
864	1207	188
865	1208	187
866	1210	185
867	1211	184
868	1212	182
869	1213	181
870	1214	179
871	1216	178
872	1217	177
873	1218	175
874	1220	174
875	1221	172
876	1222	171
877	1224	170
878	1225	168
879	1226	167
880	1227	165
881	1228	164
882	1229	162
883	1231	161
884	1231	160
885	1233	158
886	1234	157
887	1235	155
888	1236	154
889	1238	153
890	1239	151
891	1240	150
892	1241	148
893	1242	147
894	1244	145
895	1245	144
896	1246	143
897	1247	141
898	1249	140
899	1251	139
900	1252	137
901	1253	136
902	1254	134
903	1255	133
904	1256	131
905	1257	130
906	1258	129
907	1259	127
908	1260	126
909	1261	124
910	1262	123
911	1263	121
912	1265	120
913	1266	119
914	1267	117
915	1268	116
916	1269	114
917	1270	113
918	1271	112
919	1272	110
920	1273	109
921	1274	107
922	1275	106
923	1276	104
924	1277	103
925	1278	102
926	1279	100
927	1280	99
928	1281	97
929	1283	96
930	1284	95
931	1285	93
932	1286	92
933	1287	90
934	1288	89
935	1289	88
936	1290	86
937	1291	85
938	1292	83
939	1293	82
940	1294	81
941	1296	79
942	1297	78
943	1298	77
944	1299	75
945	1300	74
946	1301	72
947	1302	71
948	1303	70
949	1305	68
950	1306	67
951	1307	65
952	1308	64
953	1309	63
954	1310	61
955	1311	60
956	1312	58
957	1313	57
958	1314	56
959	1315	54
960	1316	53
961	1317	52
962	1318	50
963	1319	49
964	1320	47
965	1321	46
966	1322	45
967	1323	43
968	1325	42
969	1326	41
970	1327	39
971	1328	38
972	1329	36
973	1330	35
974	1331	34
975	1332	32
976	1333	31
977	1334	30
978	1335	28
979	1337	27
980	1338	25
981	1339	24
982	1341	23
983	1342	21
984	1344	20
985	1345	19
986	1346	17
987	1347	16
988	1348	15
989	1350	13
990	1351	12
991	1352	10
992	1353	9
993	1354	8
994	1355	6
995	1356	5
996	1357	4
997	1358	2
998	1360	1
999	1361	0
